도로명,도로폭,도로길이,교차로수,위도,경도
원효로89길,4,52,0,37.5406342,126.9676845
한강대로7길,11,86,0,37.5242257,126.9616972
청파로47길,4,97,0,37.544331299999996,126.9677024
독서당로14길,3,56,0,37.530155900000004,127.0096267
독서당로37길,3,122,0,37.538692299999994,127.01203999999998
회나무로32길,2,26,0,37.5390047,126.9937374
서빙고로91다길,4,48,0,37.52457570000001,126.9972757
두텁바위로35길,4,37,0,37.5472568,126.9805321
회나무로32길,2,14,0,37.53902120000001,126.99422539999999
고산자로18길,6,40,0,37.567029299999994,127.03724059999999
왕십리로31나길,6,239,0,37.5635106,127.02821809999999
마장로33길,4,16,0,37.5684694,127.0385943
무학봉26길,0,18,0,37.5619736,127.0324311
청계천로10가길,10,64,0,37.5697358,127.0335291
한강대로96가길,3,115,0,37.5472831,126.9752361
성수일로,20,1191,0,37.5457383,127.0501338
사근동11길,5,19,0,37.5630672,127.04721909999999
무학봉25길,5,9,0,37.5630083,127.03130630000001
살곶이2가길,2,11,0,37.5629284,127.04522639999999
청파로71길,7,531,0,37.5494422,126.96724209999998
매봉4가길,4,11,0,37.5499065,127.01457659999998
사근동12길,3,27,0,37.559782299999995,127.04782279999999
두텁바위로1나길,5,207,0,37.546839,126.9766149
우사단로4길,4,70,0,37.5318161,126.99784550000001
둘레19길,0,102,0,37.534633299999996,127.0571471
용답15길,0,13,0,37.5642445,127.0512603
왕십리로21다길,4,207,0,37.5597039,127.03255959999998
청계천로,35,1860,0,37.5713254,127.03314820000001
마조로1길,5,32,0,37.559664,127.0395365
마조로5길,10,82,0,37.5603903,127.0407364
난계로3길,3,48,0,37.555266100000004,127.0236043
광나루로4가길,0,81,0,37.549099700000006,127.0544091
행당로11길,6,17,0,37.5581045,127.0306132
둘레9나길,4,14,0,37.537471000000004,127.05194170000001
무학로10길,8,21,0,37.5657961,127.03361140000001
왕십리로,0,36,0,37.564424,127.02884270000001
용답21길,4,12,0,37.5620498,127.0519414
우사단로2나길,2,40,0,37.52975870000001,127.00019479999999
독서당로14길,1,65,0,37.532013799999994,127.0083709
보광로,2,67,0,37.5304211,126.9970945
매봉4가길,4,8,0,37.5502245,127.01470060000001
이태원로19길,3,49,0,37.5362626,126.9921925
금호로13길,5,298,0,37.5541059,127.01951100000001
고산자로,0,39,0,37.565803100000004,127.03719440000002
무수막길,6,27,0,37.5513131,127.02200320000001
장문로45라길,2,46,0,37.5287412,127.00118329999998
서빙고로,5,71,0,37.5250746,126.96795700000001
고산자로26길,6,45,0,37.5707346,127.03938810000001
고산자로8길,8,33,0,37.5584312,127.0372341
청계천로10가길,10,532,0,37.5706088,127.035319
용답29길,8,568,0,37.5650219,127.0534893
난계로1길,0,187,0,37.5549238,127.0244658
무수막길,6,40,0,37.550727200000004,127.0231956
청파로47나길,2,13,0,37.5467088,126.96777659999998
성수일로10길,8,405,0,37.547106799999995,127.05277209999998
금호로15다길,13,17,0,37.556016799999995,127.01800970000001
신흥로11길,5,60,0,37.544654799999996,126.9857356
왕십리로33길,3,25,0,37.564146799999996,127.02696999999999
효창원로59길,4,188,0,37.54010529999999,126.9609851
청파로,4,40,0,37.551784000000005,126.96880149999998
동일로,2,41,0,37.554824200000006,127.070908
왕십리로22길,7,38,0,37.563865899999996,127.0348689
서빙고로59길,2,31,0,37.5214482,126.99315690000002
후암로,5,50,0,37.546377500000006,126.97866090000002
한강대로38나길,4,23,0,37.5284534,126.9689547
이태원로27다길,8,335,0,37.5366352,126.9934791
용답23가길,2,123,0,37.5617566,127.05262979999999
무학봉25길,5,202,0,37.562855600000006,127.03153529999999
청계천로10나길,8,21,0,37.5702518,127.0362775
금호산길,9,160,0,37.549711,127.01922820000001
금호로4가길,4,21,0,37.5468164,127.0265716
용답중앙13길,8,27,0,37.5645164,127.05223400000001
사근동12길,3,39,0,37.5603826,127.04790030000001
왕십리로31가길,5,21,0,37.5637521,127.02951509999998
한림말5길,5,45,0,37.5419464,127.0166821
한강대로14가길,3,75,0,37.5226068,126.9632394
매봉12길,4,24,0,37.5480297,127.01379909999999
고산자로2다길,2,273,0,37.555819299999996,127.0381112
동호로2길,5,40,0,37.5478747,127.01800549999999
서울숲4길,7,82,0,37.5469473,127.0427865
마조로5길,5,43,0,37.5601781,127.04001399999999
백범로,3,55,0,37.5396122,126.96109960000001
두텁바위로40길,2,16,0,37.5474398,126.9832185
이촌로,6,94,0,37.529742600000006,126.9540591
녹사평대로54길,6,155,0,37.5392288,126.98801090000002
효창원로42길,4,206,0,37.536286,126.9599733
우사단로4길,3,103,0,37.5310635,126.9972061
신흥로2길,0,32,0,37.5419261,126.9877415
소월로30길,2,62,0,37.544315600000004,126.98899909999999
새창로33길,8,193,0,37.5368815,126.96176489999999
유엔빌리지길,9,48,0,37.5349124,127.01193090000001
청파로47길,2,17,0,37.544131,126.9678986
청파로89길,2,14,0,37.5530832,126.96715990000001
한강대로80길,2,15,0,37.543061200000004,126.97339040000001
난계로24길,6,650,0,37.5702619,127.0268473
무학로8길,6,429,0,37.5654947,127.03326670000001
금호로11길,6,18,0,37.5547968,127.01904409999999
뚝섬로3가길,4,119,0,37.5409145,127.0500507
독서당로,0,156,0,37.5458244,127.01730020000001
독서당로39길,16,106,0,37.5403739,127.010995
성수이로,20,60,0,37.5368645,127.0540949
무학봉15길,6,56,0,37.5618602,127.0308943
광나루로9길,6,15,0,37.5487155,127.0637303
마장로35나길,10,98,0,37.56899310000001,127.0403983
무학봉26길,0,303,0,37.5613072,127.03338020000001
뚝섬로7길,0,151,0,37.5390065,127.05643789999999
용답중앙길,12,41,0,37.5655928,127.05105449999999
왕십리로19나길,4,189,0,37.5575815,127.03789540000001
성덕정9길,0,212,0,37.5391713,127.049908
성수일로4가길,4,51,0,37.5415502,127.0549875
독서당로63길,3,44,0,37.5536751,127.029744
한남대로36길,2,292,0,37.542050700000004,127.0043624
청파로77길,6,225,0,37.551486100000005,126.9688605
원효로77가길,2,64,0,37.5404164,126.96537649999999
효창원로91길,3,61,0,37.5479124,126.96309740000001
행당로,8,31,0,37.5545591,127.02181979999999
왕십리로22길,7,33,0,37.563108500000006,127.0346895
왕십리로13가길,6,28,0,37.550255799999995,127.0434742
무학봉1길,7,15,0,37.5614776,127.02457920000002
마조로5길,5,48,0,37.5601444,127.03970790000001
청파로73길,2,21,0,37.551725,126.9662501
사근동12길,3,63,0,37.560058399999996,127.048296
한강대로72길,2,15,0,37.5411787,126.97387509999999
보광로,3,31,0,37.5284849,126.99896480000001
한강대로44길,10,153,0,37.5309311,126.97062450000001
보광로19길,4,12,0,37.527260399999996,126.99942150000001
보광로23길,4,114,0,37.5277561,126.9987203
청파로71길,2,9,0,37.5497376,126.96859740000002
청파로71길,6,95,0,37.5497321,126.96686809999999
효창원로,33,40,0,37.535461299999994,126.9548358
청파로73나길,5,50,0,37.5503849,126.9668729
신흥로18길,5,39,0,37.5459486,126.9859449
녹사평대로46가길,3,40,0,37.5371723,126.9883611
한강대로23가길,23,319,0,37.5283113,126.96619390000001
청파로55길,2,59,0,37.546454700000005,126.969357
임정로13길,2,70,0,37.5429958,126.95820330000001
금호로6가길,4,17,0,37.5537456,127.0238545
매봉9다길,5,24,0,37.5461487,127.01199059999999
무학로4길,6,311,0,37.564726799999995,127.0326165
상원10가길,4,142,0,37.549706,127.0481658
고산자로16길,0,42,0,37.565408700000006,127.03700320000002
장터3길,0,33,0,37.54864439999999,127.01984979999999
송정10길,3,27,0,37.549131700000004,127.06702709999999
용답중앙11길,0,207,0,37.565995799999996,127.0519265
성수이로12길,4,224,0,37.539759600000004,127.0565623
매봉6길,4,10,0,37.5476533,127.0145057
성덕정길,10,15,0,37.5388931,127.04817479999998
광나루로4다길,0,100,0,37.5486572,127.0535001
살곶이2가길,1,55,0,37.5634468,127.04414990000001
왕십리로21길,7,37,0,37.5614702,127.03295
독서당로51길,6,69,0,37.5486485,127.0264561
효창원로8길,8,30,0,37.5337965,126.9522567
보광로7길,4,23,0,37.52556920000001,126.9993971
임정로29길,3,34,0,37.5473222,126.9624889
청파로71가길,6,47,0,37.549950700000004,126.9677399
후암로35길,3,71,0,37.550659100000004,126.976675
효창원로12길,24,38,0,37.5336475,126.95301770000002
서빙고로71길,4,79,0,37.5217348,126.9951619
백범로59길,2,8,0,37.5402172,126.9600885
백범로79나길,5,145,0,37.5406672,126.9654582
유엔빌리지길,8,107,0,37.5321006,127.0115953
한남대로40길,7,503,0,37.543656799999994,127.00315570000001
왕십리로28가길,6,108,0,37.5643434,127.03228999999999
마조로11길,7,211,0,37.5617965,127.04041880000001
무학봉16길,7,76,0,37.5611547,127.0317798
독서당로52가길,8,117,0,37.5457584,127.02646750000001
매봉4길,0,19,0,37.5494566,127.0137274
둘레길,6,9,0,37.5348842,127.05576090000002
마조로9길,7,192,0,37.561223600000005,127.040403
왕십리로21가길,6,188,0,37.5606813,127.03366070000001
둘레15가길,4,117,0,37.5359833,127.056385
동일로,7,85,0,37.551446399999996,127.0688998
사근동2길,3,25,0,37.5607914,127.0447604
무수막5길,3,24,0,37.5498722,127.02403829999999
용답29길,8,46,0,37.5643576,127.05449080000001
고산자로24길,8,59,0,37.5696846,127.03888119999999
독서당로57길,4,517,0,37.5510149,127.02921070000001
마장로,0,59,0,37.5664764,127.0352034
무학로2다길,4,99,0,37.562606200000005,127.03567290000001
한림말3길,5,19,0,37.5430049,127.01540190000001
보광로50길,1,20,0,37.5316546,126.99628229999999
사근동10길,6,15,0,37.5601783,127.0491975
독서당로,0,18,0,37.5483461,127.02394220000001
무학로10길,8,48,0,37.565778200000004,127.0327534
고산자로17길,5,19,0,37.5681153,127.03488540000001
고산자로2가길,2,18,0,37.5547755,127.03853170000001
녹사평대로42길,4,220,0,37.5367484,126.9877662
행당로6길,5,41,0,37.5544169,127.0269023
용답1길,8,54,0,37.568715999999995,127.04874840000002
마조로14가길,2,148,0,37.564155,127.0434189
소월로40길,7,470,0,37.54251370000001,126.9921202
후암로16길,6,237,0,37.5487965,126.97878190000002
회나무로,9,973,0,37.539707299999996,126.9918506
원효로81길,4,46,0,37.5392104,126.9672061
사근동2길,3,176,0,37.5606206,127.0452865
고산자로2길,8,32,0,37.5521341,127.0362705
임정로29길,2,15,0,37.5474406,126.96203259999999
백범로74길,4,88,0,37.537983399999995,126.96325900000001
한림말1길,5,15,0,37.543445500000004,127.01606399999999
장터3길,0,19,0,37.5486815,127.0211363
고산자로,0,25,0,37.5690426,127.03718980000001
왕십리광장로,33,548,0,37.559754999999996,127.037136
동일로59가길,3,12,0,37.55898320000001,127.0729301
성수일로12가길,6,40,0,37.5502973,127.0529827
동일로,5,47,0,37.538932700000004,127.0619087
매봉18길,13,47,0,37.556288200000004,127.0192199
서울숲2길,6,35,0,37.5469859,127.0405622
무수막1길,3,15,0,37.548917700000004,127.0235673
이촌로29길,6,223,0,37.5246855,126.95901119999999
후암로30길,4,18,0,37.55041370000001,126.9782327
성덕정길,10,17,0,37.53795,127.05156699999999
난계로24길,6,43,0,37.5700366,127.02792
상원12길,10,20,0,37.5505034,127.0503449
용답길,8,16,0,37.560801399999995,127.0527479
금호산2가길,3,133,0,37.5494474,127.02268219999999
한림말길,12,567,0,37.541033,127.0142477
행당로15길,4,64,0,37.559311,127.03099640000002
무수막1길,3,34,0,37.5490055,127.0249181
독서당로59나길,3,213,0,37.5526746,127.0304115
마조로16길,2,412,0,37.565233299999996,127.04341409999998
왕십리로11길,10,11,0,37.548485,127.0433193
신흥로16길,3,14,0,37.5450371,126.98757420000001
청파로39길,3,16,0,37.5424455,126.97011189999999
한강대로,6,68,0,37.536975899999995,126.97454590000001
한강대로7길,3,26,0,37.5253435,126.96162549999998
자동차시장길,8,522,0,37.5607971,127.0567723
광나루로,0,106,0,37.5488015,127.05650729999999
금호로6나길,4,11,0,37.5546065,127.02268049999999
사근동11나길,5,149,0,37.563661200000006,127.04749840000002
청계천로12가길,8,45,0,37.5702304,127.03479640000002
마장로31길,8,598,0,37.5690463,127.0380844
서울숲2길,6,77,0,37.5473159,127.04098700000002
청계천로10가길,10,58,0,37.5696612,127.03339820000001
동호로2나길,3,24,0,37.547167,127.01864920000001
고산자로,0,67,0,37.5685615,127.03757399999999
금호산길,9,20,0,37.551204299999995,127.0194957
독서당로,0,54,0,37.5471146,127.01942379999998
마장로,0,30,0,37.566581,127.03313600000001
사근동4길,4,19,0,37.560634,127.04613020000001
매봉18길,13,29,0,37.55063870000001,127.0149848
마장로35길,12,41,0,37.56847020000001,127.0452047
매봉11길,4,39,0,37.5476849,127.01152240000002
성수일로12길,6,68,0,37.5475954,127.0542852
행당로11길,6,194,0,37.5586376,127.0305282
행당로1길,6,24,0,37.5564516,127.0236183
회나무로26길,8,292,0,37.5388749,126.9906494
이태원로55길,7,816,0,37.537256400000004,126.9983835
이촌로29길,6,223,0,37.524663399999994,126.96006240000001
상원12길,10,70,0,37.5502469,127.0493709
고산자로2가길,2,31,0,37.55430629999999,127.0382263
청계천로12가길,8,54,0,37.5706787,127.035716
회나무로42길,4,329,0,37.540100200000005,126.9946675
용답중앙21길,5,125,0,37.5636209,127.0541189
백범로,3,64,0,37.5403039,126.95966029999998
성덕정3가길,2,109,0,37.5397093,127.04821559999999
마장로27길,6,212,0,37.5669531,127.034472
대사관로30가길,3,22,0,37.5319449,127.0047937
우사단로4길,2,40,0,37.5317159,126.997685
장문로45가길,3,47,0,37.529241799999994,127.0032134
후암로15길,4,74,0,37.5485598,126.97678259999999
무수막길,6,16,0,37.553813399999996,127.01988229999999
한남대로,10,77,0,37.542190600000005,127.0025321
원효로41길,8,399,0,37.5357027,126.9598832
효창원로104나길,4,40,0,37.5516291,126.96485600000001
한남대로36길,6,74,0,37.541281,127.00461709999999
신흥로26길,4,75,0,37.545525700000006,126.98313429999999
용답중앙3길,51,161,0,37.5668027,127.05121809999999
마장로19길,20,341,0,37.568987,127.0261578
금호로4가길,4,65,0,37.5466918,127.0263067
성덕정길,4,68,0,37.5362937,127.0579115
성덕정7길,3,25,0,37.539258200000006,127.0491762
연무장길,10,18,0,37.5438671,127.0503768
고산자로8다길,6,29,0,37.5580005,127.037699
둘레15가길,4,164,0,37.5363911,127.05644860000001
왕십리로19가길,4,13,0,37.5560874,127.03829669999999
상원4길,8,195,0,37.547211700000005,127.04956899999999
무학로14길,7,67,0,37.5675176,127.0307447
동일로57길,6,128,0,37.557122799999995,127.0716733
무학봉1나길,1,58,0,37.5610232,127.02458200000001
살곶이2길,7,11,0,37.5635666,127.0462385
사근동10가길,4,45,0,37.5599362,127.04887250000002
왕십리로30길,7,14,0,37.5650554,127.03079479999998
왕십리로,25,4207,0,37.5514644,127.0342328
둘레길,6,23,0,37.536716399999996,127.0489134
유엔빌리지1길,6,273,0,37.533927399999996,127.01071709999998
장문로45라길,5,11,0,37.527913700000006,127.00125890000001
우사단로4가길,4,106,0,37.5311031,126.99750449999999
이태원로55라길,6,231,0,37.537343799999995,126.99629820000001
회나무로,3,20,0,37.539375899999996,126.9896604
신흥로25가길,2,17,0,37.5441459,126.9832699
한강대로62다길,9,246,0,37.5330291,126.9745538
원효로25길,5,57,0,37.5329196,126.9535621
이태원로17길,2,9,0,37.535268200000004,126.9914199
만리재로26가길,4,31,0,37.5523652,126.964751
한강대로38길,2,14,0,37.530063500000004,126.96991070000001
효창원로104나길,3,57,0,37.5514175,126.9647628
난계로,0,33,0,37.5560146,127.02466319999999
우사단로10길,3,24,0,37.5298895,127.00375020000001
서빙고로,4,47,0,37.5216011,126.99785829999999
새창로,14,105,0,37.532401,126.9635564
무학로2가길,2,29,0,37.5642004,127.03241070000001
둘레5길,10,44,0,37.5382944,127.0480369
서울숲2길,6,28,0,37.5462135,127.0436216
무학봉15가길,4,213,0,37.5615516,127.03001370000001
두텁바위로58길,2,59,0,37.5500677,126.9824476
대사관로12길,20,22,0,37.5328681,127.0004608
만리재로40길,3,25,0,37.5545865,126.96799569999999
둘레21길,10,356,0,37.5359939,127.05707360000001
성덕정15길,5,25,0,37.5381249,127.0540898
금호산9길,8,696,0,37.55041370000001,127.0180794
송정12라길,3,424,0,37.5506772,127.0680922
금호로6나길,4,211,0,37.55479879999999,127.02360890000001
백범로87길,2,36,0,37.53882279999999,126.9688429
원효로56길,2,21,0,37.5346893,126.9624642
우사단로10길,2,37,0,37.5318637,127.00020649999999
회나무로13길,6,457,0,37.541315999999995,126.98980729999998
한림말3길,5,376,0,37.542699400000004,127.0162851
송정길,4,26,0,37.552201200000006,127.0671297
금호산10길,22,42,0,37.5509153,127.0201557
매봉4다길,5,67,0,37.5493269,127.0145705
매봉4다길,5,11,0,37.549724100000006,127.01417859999998
용답중앙길,12,26,0,37.5624399,127.0548807
둘레23길,0,80,0,37.5357844,127.0593545
청파로71길,4,101,0,37.5496362,126.9654922
서빙고로79가길,2,19,0,37.5230141,126.99710959999999
소월로44길,3,27,0,37.542024700000006,126.99329340000001
청파로67길,4,14,0,37.548814,126.9694481
용답23라길,4,23,0,37.5619632,127.05467279999999
고산자로12길,4,28,0,37.5599137,127.0354629
왕십리로21길,7,69,0,37.5596151,127.0291394
이촌로29길,6,223,0,37.5246838,126.9606838
독서당로20길,5,81,0,37.533671999999996,127.00951059999998
둘레3길,6,200,0,37.538131299999996,127.0469883
보광로7길,3,73,0,37.525453799999994,126.99803270000001
무학봉11길,4,197,0,37.561103700000004,127.0287774
강변북로,70,8305,0,37.5269592,126.9808976
마조로19길,5,165,0,37.5647934,127.0383568
마조로19길,5,165,0,37.5642155,127.03836159999999
마조로16길,5,21,0,37.563923100000004,127.04249920000001
왕십리로14길,8,28,0,37.548432899999995,127.0473629
고산자로2나길,3,27,0,37.5553066,127.03790120000001
청파로47길,2,28,0,37.544304700000005,126.96818400000001
두텁바위로1길,2,17,0,37.546440000000004,126.9746571
다산로22길,6,331,0,37.5571943,127.01406840000001
이촌로75길,8,143,0,37.5205285,126.9742324
유엔빌리지길,8,77,0,37.5375114,127.0134003
왕십리로,0,13,0,37.5630186,127.03154840000002
무학봉길,7,82,0,37.5602255,127.02757859999998
왕십리로16가길,4,36,0,37.5510585,127.0454257
독서당로62길,4,58,0,37.5500946,127.0329114
마장로35길,12,22,0,37.5680039,127.04484690000001
마장로29길,8,26,0,37.568503899999996,127.0365495
왕십리로21길,7,14,0,37.5610826,127.0335501
독서당로54길,6,63,0,37.545857899999994,127.0265551
성덕정11길,4,18,0,37.5387711,127.0530325
독서당로46길,1,15,0,37.547351299999995,127.0220858
우사단로4라길,3,17,0,37.5303191,126.9994101
한강대로102나길,4,174,0,37.5488081,126.9737973
두텁바위로5길,17,22,0,37.546389500000004,126.97325359999998
한강대로88길,6,127,0,37.544467100000006,126.9729068
두텁바위로13길,4,43,0,37.546211299999996,126.9769994
독서당로,4,147,0,37.5377705,127.01273640000001
강남대로,41,123,0,37.529218900000004,127.01118970000002
한강대로44길,2,44,0,37.5309118,126.97107199999999
장문로45바길,4,51,0,37.5302087,127.00208719999999
청파로43다길,1,12,0,37.5433685,126.96903470000001
장문로45라길,4,24,0,37.5284275,127.0015956
우사단로10길,3,35,0,37.531793900000004,127.0004794
두텁바위로38길,6,223,0,37.546898999999996,126.982768
이태원로42길,3,16,0,37.536010100000006,127.00036609999998
백범로45길,3,21,0,37.541797700000004,126.95799440000002
회나무로44다길,7,178,0,37.5378659,126.9926804
대사관로12길,6,154,0,37.5331429,127.00093799999999
한강대로7길,2,21,0,37.52364620000001,126.96154140000002
원효로53가길,2,11,0,37.53735770000001,126.9629726
이태원로42길,4,54,0,37.5364745,127.00115659999999
만리재로20길,2,19,0,37.5504085,126.9634395
한남대로46길,2,28,0,37.5441702,127.0026393
장문로15가길,3,63,0,37.5269664,126.9975155
이태원로4가길,3,31,0,37.5335393,126.97478219999999
원효로19가길,4,135,0,37.5336013,126.9553747
원효로56길,3,17,0,37.534686799999996,126.9628946
한강대로28길,4,65,0,37.526027899999995,126.96765079999999
마조로16길,10,91,0,37.56464520000001,127.04219499999999
한강대로62나길,2,18,0,37.5342955,126.9748929
한강대로98가길,4,222,0,37.5475439,126.9736695
이촌로29길,6,223,0,37.5245633,126.96045840000001
청파로85가길,2,20,0,37.5520367,126.967276
신흥로27길,2,64,0,37.5440949,126.9821747
청파로71길,3,23,0,37.5491293,126.96809520000001
두텁바위로1길,3,12,0,37.548195799999995,126.97595559999999
백범로90다길,4,69,0,37.5351669,126.96833390000002
녹사평대로46가길,2,110,0,37.5371354,126.9894929
효창원로70길,9,274,0,37.5420007,126.9634013
백범로90다길,3,203,0,37.534356,126.96889329999999
새창로50길,6,87,0,37.5336558,126.9622062
왕십리로30길,7,17,0,37.5647629,127.0307804
행당로,8,50,0,37.55836370000001,127.03218030000001
금호로16길,2,47,0,37.5570929,127.01999270000002
고산자로6길,5,47,0,37.556722799999996,127.0352371
둘레3길,6,40,0,37.537950099999996,127.0466392
한강대로53길,1,34,0,37.5333631,126.97030339999999
효창원로62가길,9,124,0,37.53950220000001,126.962627
효창원로86길,6,396,0,37.546610799999996,126.9654222
용답3길,3,21,0,37.5677798,127.04895990000001
독서당로59길,5,15,0,37.5515276,127.03030220000001
용답중앙길,12,41,0,37.5675036,127.0495006
마장로23길,8,14,0,37.5676885,127.0320291
사근동11길,5,38,0,37.5640896,127.0470498
용답25길,8,66,0,37.5618638,127.0527846
청파로85가길,3,21,0,37.55214229999999,126.9666048
독서당로,25,1477,0,37.5338932,127.00965910000001
효창원로104다길,1,33,0,37.551520700000005,126.9660044
효창원로104라길,4,28,0,37.551192799999995,126.9659371
한남대로8길,4,146,0,37.5308249,127.0106469
효창원로86가길,1,89,0,37.5486687,126.9648311
이태원로45길,8,356,0,37.5369636,126.99855900000001
대사관로31길,4,33,0,37.534490500000004,127.0048986
보광로30길,5,51,0,37.5290927,126.99967179999999
새창로49길,12,324,0,37.5341282,126.96432379999999
서빙고로79길,3,107,0,37.5216537,126.9972554
장문로17길,3,48,0,37.5266213,126.99785290000001
한강대로39길,2,11,0,37.5311457,126.96836869999998
이태원로55길,7,171,0,37.5380998,126.99902069999999
후암로48길,4,29,0,37.55284,126.97842959999998
효창원로70길,7,31,0,37.5418884,126.9634858
한강대로100길,3,29,0,37.548785200000005,126.972769
청파로85길,3,32,0,37.552881400000004,126.96597379999999
만리재로24가길,4,90,0,37.55152329999999,126.9645365
한강대로14다길,4,56,0,37.5224152,126.96436920000001
청파로,2,24,0,37.5482791,126.9704973
대사관로6가길,3,62,0,37.5323644,126.99967600000001
신흥로3가길,6,71,0,37.541304600000004,126.9848873
원효로53가길,2,19,0,37.537131099999996,126.9622195
원효로77길,2,24,0,37.53889829999999,126.96660609999999
회나무로6길,2,80,0,37.5384435,126.989084
대사관로30가길,3,76,0,37.53183610000001,127.00330079999999
신흥로14길,3,26,0,37.543900799999996,126.98775590000001
새창로,5,39,0,37.534761200000005,126.9617814
후암로49길,4,19,0,37.55210039999999,126.97497759999999
아차산로17길,9,14,0,37.543388,127.06396799999999
송정8길,4,26,0,37.5489283,127.0668757
왕십리로21길,7,33,0,37.5612814,127.0328027
독서당로52길,6,34,0,37.5456341,127.0259253
송정12다길,5,26,0,37.5516625,127.0677249
독서당로,0,36,0,37.548779700000004,127.02251319999999
무학로4길,6,32,0,37.5645201,127.0334937
후암로57길,4,99,0,37.5532302,126.97466990000001
만리재로28길,4,10,0,37.5528361,126.9654438
무수막12길,0,21,0,37.552064200000004,127.0216169
금호로15길,13,12,0,37.555921600000005,127.0191327
뚝섬로15길,9,350,0,37.5385064,127.0605145
무학로14길,7,30,0,37.568960499999996,127.03436979999998
무학봉1길,7,12,0,37.5604136,127.02416529999999
고산자로8길,8,60,0,37.558054399999996,127.03721409999999
마장로35나길,10,27,0,37.568966100000004,127.04020039999999
금호로6가길,4,25,0,37.5545956,127.0236094
금호로13나길,0,35,0,37.5553031,127.01884869999999
아차산로1가길,4,107,0,37.548782700000004,127.0463628
왕십리로4길,6,33,0,37.547197499999996,127.0467442
마장로,0,61,0,37.5665978,127.04313640000001
매봉18길,13,8,0,37.5514098,127.01745729999999
연무장3길,40,45,0,37.5447174,127.05157620000001
왕십리로10길,8,125,0,37.5472658,127.04500449999999
송정길,4,89,0,37.5499173,127.06485009999999
마조로14길,5,19,0,37.5634826,127.04276000000002
보광로7길,4,51,0,37.525523,126.9997815
청파로43길,2,33,0,37.543527399999995,126.9698424
효창원로,97,141,0,37.5366478,126.95861509999999
회나무로10길,3,71,0,37.5390028,126.9889305
신흥로7길,3,48,0,37.5425685,126.98689040000001
원효로35길,5,26,0,37.535467,126.95528970000001
한강대로23길,5,59,0,37.5278057,126.965303
서빙고로71길,3,29,0,37.5222424,126.99517040000002
한강대로76길,7,117,0,37.5421269,126.97371899999999
한강대로80길,8,117,0,37.5431601,126.97345049999998
녹사평대로46길,5,493,0,37.5371859,126.9872937
이촌로29길,6,223,0,37.52423029999999,126.96018470000001
서빙고로51가길,6,133,0,37.5228802,126.9916166
한강대로84길,7,93,0,37.544088200000004,126.97321070000001
후암로28바길,3,13,0,37.54873920000001,126.9799574
한강대로14다길,4,49,0,37.52228579999999,126.96484309999998
한강대로,5,59,0,37.5435763,126.9720716
대사관로31길,7,143,0,37.534059899999995,127.0053438
두텁바위로,3,79,0,37.5464659,126.9799987
장문로45바길,5,24,0,37.529540399999995,127.00076229999999
서빙고로71길,4,451,0,37.52249129999999,126.995857
독서당로,3,40,0,37.5367539,127.0124703
신흥로36가길,5,55,0,37.5463193,126.9830087
한강대로102길,29,34,0,37.5499901,126.97309109999999
한강대로98다길,2,22,0,37.5479167,126.97361310000001
한강대로38가길,4,26,0,37.5297094,126.97006979999999
한남대로10길,0,20,0,37.532785700000005,127.00910449999999
녹사평대로46길,5,493,0,37.5372494,126.98856229999998
녹사평대로26길,3,21,0,37.531199900000004,126.9917023
이촌로,5,34,0,37.526173,126.95598700000001
우사단로10마길,4,66,0,37.52995429999999,127.0026685
서울숲7길,14,14,0,37.5483354,127.04297509999999
고산자로17길,5,13,0,37.5680131,127.03446840000001
살곶이길,15,3610,0,37.562694,127.0445369
금호로15나길,3,34,0,37.5562783,127.018698
장문로19길,3,43,0,37.5265074,126.99870800000001
후암로30길,4,35,0,37.5508807,126.97886820000001
송정12다길,5,25,0,37.550514,127.0668092
무학로8길,6,42,0,37.5654545,127.03526470000001
무학봉26길,0,17,0,37.562055900000004,127.03224679999998
행당로,8,111,0,37.5560106,127.02279340000001
광나루로,3,110,0,37.5485967,127.05706049999999
매봉4가길,4,14,0,37.548847200000004,127.0148991
마조로15길,5,20,0,37.5635951,127.04110449999999
마조로15길,5,21,0,37.5635924,127.0406696
매봉4가길,4,11,0,37.54893920000001,127.0147203
백범로,2,48,0,37.5403206,126.9593889
서빙고로95길,5,140,0,37.5263347,127.00263490000002
서빙고로91가길,4,14,0,37.5226064,126.999192
서빙고로75길,3,32,0,37.5226555,126.9969747
후암로40길,3,24,0,37.5517444,126.9778717
한강대로96가길,3,32,0,37.547476700000004,126.9745679
청파로47길,5,75,0,37.545234,126.9665368
효창원로104다길,3,32,0,37.551375799999995,126.96587029999999
원효로81길,5,98,0,37.53967479999999,126.96656770000001
한강대로96길,7,350,0,37.547230400000004,126.9736571
백범로74길,18,22,0,37.5382061,126.9617243
회나무로13나길,2,33,0,37.5413166,126.99170259999998
한강대로,19,121,0,37.5450279,126.9713338
신흥로14길,3,8,0,37.5439761,126.98772690000001
백범로47길,3,36,0,37.541911299999995,126.9598973
서빙고로20길,4,31,0,37.523816499999995,126.9680493
청파로,16,695,0,37.5319877,126.96096419999999
청파로73길,2,28,0,37.5501229,126.96894520000001
효창원로86다길,7,164,0,37.5483576,126.96603130000001
대사관로34다길,2,12,0,37.5301905,127.00458429999999
한남대로10길,0,45,0,37.5328709,127.0087989
효창원로91길,4,116,0,37.5479419,126.9628737
